|       name |               hmsdms |                 ra |                  dec | label |
| T1211+0711 | 12h11m15s +07d11m30s | 182.81249999999997 |    7.191666666666667 |     t |
| T1222+0711 | 12h22m30s +07d11m30s | 185.62499999999997 |    7.191666666666667 |     t |
| T1233+0711 | 12h33m45s +07d11m30s | 188.43749999999997 |    7.191666666666667 |     t |
| T1245+0711 | 12h45m00s +07d11m30s | 191.24999999999997 |    7.191666666666667 |     t |
| T1256+0711 | 12h56m15s +07d11m30s | 194.06249999999997 |    7.191666666666667 |     t |
| T1307+0711 | 13h07m30s +07d11m30s | 196.87499999999997 |    7.191666666666667 |     t |
| T1318+0711 | 13h18m45s +07d11m30s | 199.68749999999997 |    7.191666666666667 |     t |
| T1330+0711 | 13h30m00s +07d11m30s | 202.49999999999997 |    7.191666666666667 |     t |
| T1341+0711 | 13h41m15s +07d11m30s | 205.31249999999997 |    7.191666666666667 |     t |
| T1352+0711 | 13h52m30s +07d11m30s | 208.12499999999997 |    7.191666666666667 |     t |
| T1403+0711 | 14h03m45s +07d11m30s | 210.93749999999997 |    7.191666666666667 |     t |
| T1415+0711 | 14h15m00s +07d11m30s | 213.74999999999997 |    7.191666666666667 |     t |
| T1426+0711 | 14h26m15s +07d11m30s | 216.56249999999997 |    7.191666666666667 |     t |
| T1437+0711 | 14h37m30s +07d11m30s | 219.37499999999997 |    7.191666666666667 |     t |
| T1448+0711 | 14h48m45s +07d11m30s | 222.18749999999997 |    7.191666666666667 |     t |
| T1500+0711 | 15h00m00s +07d11m30s | 224.99999999999997 |    7.191666666666667 |     t |
| T1511+0711 | 15h11m15s +07d11m30s | 227.81249999999997 |    7.191666666666667 |     t |
| T1522+0711 | 15h22m30s +07d11m30s | 230.62499999999997 |    7.191666666666667 |     t |
| T1533+0711 | 15h33m45s +07d11m30s | 233.43749999999997 |    7.191666666666667 |     t |
| T1545+0711 | 15h45m00s +07d11m30s | 236.24999999999997 |    7.191666666666667 |     t |
| T1556+0711 | 15h56m15s +07d11m30s | 239.06249999999997 |    7.191666666666667 |     t |
| T1607+0711 | 16h07m30s +07d11m30s | 241.87499999999997 |    7.191666666666667 |     t |
| T1618+0711 | 16h18m45s +07d11m30s | 244.68749999999997 |    7.191666666666667 |     t |
| T1630+0711 | 16h30m00s +07d11m30s | 247.49999999999997 |    7.191666666666667 |     t |
| T1641+0711 | 16h41m15s +07d11m30s | 250.31249999999997 |    7.191666666666667 |     t |
| T1652+0711 | 16h52m30s +07d11m30s | 253.12499999999997 |    7.191666666666667 |     t |
| T1703+0711 | 17h03m45s +07d11m30s | 255.93749999999997 |    7.191666666666667 |     t |
| T1715+0711 | 17h15m00s +07d11m30s | 258.74999999999994 |    7.191666666666667 |     t |
| T1726+0711 | 17h26m15s +07d11m30s | 261.56249999999994 |    7.191666666666667 |     t |
| T1737+0711 | 17h37m30s +07d11m30s | 264.37499999999994 |    7.191666666666667 |     t |
| T1748+0711 | 17h48m45s +07d11m30s | 267.18749999999994 |    7.191666666666667 |     t |
| T1800+0711 | 18h00m00s +07d11m30s | 269.99999999999994 |    7.191666666666667 |     t |
| T1811+0711 | 18h11m15s +07d11m30s | 272.81249999999994 |    7.191666666666667 |     t |
| T1822+0711 | 18h22m30s +07d11m30s | 275.62499999999994 |    7.191666666666667 |     t |
| T1833+0711 | 18h33m45s +07d11m30s | 278.43749999999994 |    7.191666666666667 |     t |
| G1845+0711 | 18h45m00s +07d11m30s | 281.24999999999994 |    7.191666666666667 |     g |
| G1856+0711 | 18h56m15s +07d11m30s | 284.06249999999994 |    7.191666666666667 |     g |
| G1907+0711 | 19h07m30s +07d11m30s | 286.87499999999994 |    7.191666666666667 |     g |
| G1918+0711 | 19h18m45s +07d11m30s | 289.68749999999994 |    7.191666666666667 |     g |
| T1930+0711 | 19h30m00s +07d11m30s | 292.49999999999994 |    7.191666666666667 |     t |
| T1941+0711 | 19h41m15s +07d11m30s | 295.31249999999994 |    7.191666666666667 |     t |
| T1952+0711 | 19h52m30s +07d11m30s | 298.12499999999994 |    7.191666666666667 |     t |
| T2003+0711 | 20h03m45s +07d11m30s | 300.93749999999994 |    7.191666666666667 |     t |
| T2015+0711 | 20h15m00s +07d11m30s | 303.74999999999994 |    7.191666666666667 |     t |
| T2026+0711 | 20h26m15s +07d11m30s | 306.56249999999994 |    7.191666666666667 |     t |
| T2037+0711 | 20h37m30s +07d11m30s | 309.37499999999994 |    7.191666666666667 |     t |
| T2048+0711 | 20h48m45s +07d11m30s | 312.18749999999994 |    7.191666666666667 |     t |
| T2100+0711 | 21h00m00s +07d11m30s | 314.99999999999994 |    7.191666666666667 |     t |
| T2111+0711 | 21h11m15s +07d11m30s | 317.81249999999994 |    7.191666666666667 |     t |
| T2122+0711 | 21h22m30s +07d11m30s | 320.62499999999994 |    7.191666666666667 |     t |
| T2133+0711 | 21h33m45s +07d11m30s | 323.43749999999994 |    7.191666666666667 |     t |
| T2145+0711 | 21h45m00s +07d11m30s | 326.24999999999994 |    7.191666666666667 |     t |
| T2156+0711 | 21h56m15s +07d11m30s | 329.06249999999994 |    7.191666666666667 |     t |
| T2207+0711 | 22h07m30s +07d11m30s | 331.87499999999994 |    7.191666666666667 |     t |
| T2218+0711 | 22h18m45s +07d11m30s | 334.68749999999994 |    7.191666666666667 |     t |
| T2230+0711 | 22h30m00s +07d11m30s | 337.49999999999994 |    7.191666666666667 |     t |
| T2241+0711 | 22h41m15s +07d11m30s | 340.31249999999994 |    7.191666666666667 |     t |
| T2252+0711 | 22h52m30s +07d11m30s | 343.12499999999994 |    7.191666666666667 |     t |
| T2303+0711 | 23h03m45s +07d11m30s | 345.93749999999994 |    7.191666666666667 |     t |
| T2315+0711 | 23h15m00s +07d11m30s | 348.74999999999994 |    7.191666666666667 |     t |
| T2326+0711 | 23h26m15s +07d11m30s | 351.56249999999994 |    7.191666666666667 |     t |
| T2337+0711 | 23h37m30s +07d11m30s | 354.37499999999994 |    7.191666666666667 |     t |
| T2348+0711 | 23h48m45s +07d11m30s | 357.18749999999994 |    7.191666666666667 |     t |
| T2400+0711 | 24h00m00s +07d11m30s | 359.99999999999994 |    7.191666666666667 |     t |
| T0000+0937 | 00h00m00s +09d37m25s |                0.0 |    9.623611111111112 |     t |
| T0011+0937 | 00h11m20s +09d37m25s |  2.833333333333333 |    9.623611111111112 |     t |
| T0022+0937 | 00h22m40s +09d37m25s |  5.666666666666666 |    9.623611111111112 |     t |
| T0034+0937 | 00h34m00s +09d37m25s |  8.499999999999998 |    9.623611111111112 |     t |
| T0045+0937 | 00h45m21s +09d37m25s | 11.337499999999999 |    9.623611111111112 |     t |
| T0056+0937 | 00h56m41s +09d37m25s | 14.170833333333333 |    9.623611111111112 |     t |
| T0108+0937 | 01h08m01s +09d37m25s | 17.004166666666666 |    9.623611111111112 |     t |
| T0119+0937 | 01h19m22s +09d37m25s | 19.841666666666665 |    9.623611111111112 |     t |
| T0130+0937 | 01h30m42s +09d37m25s | 22.674999999999997 |    9.623611111111112 |     t |
| T0142+0937 | 01h42m02s +09d37m25s |  25.50833333333333 |    9.623611111111112 |     t |
| T0153+0937 | 01h53m23s +09d37m25s |  28.34583333333333 |    9.623611111111112 |     t |
| T0204+0937 | 02h04m43s +09d37m25s | 31.179166666666667 |    9.623611111111112 |     t |
| T0216+0937 | 02h16m03s +09d37m25s | 34.012499999999996 |    9.623611111111112 |     t |
| T0227+0937 | 02h27m24s +09d37m25s |              36.85 |    9.623611111111112 |     t |
| T0238+0937 | 02h38m44s +09d37m25s |  39.68333333333333 |    9.623611111111112 |     t |
| T0250+0937 | 02h50m04s +09d37m25s | 42.516666666666666 |    9.623611111111112 |     t |
| T0301+0937 | 03h01m25s +09d37m25s | 45.354166666666664 |    9.623611111111112 |     t |
| T0312+0937 | 03h12m45s +09d37m25s |            48.1875 |    9.623611111111112 |     t |
| T0324+0937 | 03h24m05s +09d37m25s |  51.02083333333333 |    9.623611111111112 |     t |
| T0335+0937 | 03h35m25s +09d37m25s | 53.854166666666664 |    9.623611111111112 |     t |
| T0346+0937 | 03h46m46s +09d37m25s |  56.69166666666666 |    9.623611111111112 |     t |
| T0358+0937 | 03h58m06s +09d37m25s |  59.52499999999999 |    9.623611111111112 |     t |
| T0409+0937 | 04h09m26s +09d37m25s | 62.358333333333334 |    9.623611111111112 |     t |
| T0420+0937 | 04h20m47s +09d37m25s |  65.19583333333333 |    9.623611111111112 |     t |
| T0432+0937 | 04h32m07s +09d37m25s |  68.02916666666665 |    9.623611111111112 |     t |
| T0443+0937 | 04h43m27s +09d37m25s |            70.8625 |    9.623611111111112 |     t |
| T0454+0937 | 04h54m48s +09d37m25s |               73.7 |    9.623611111111112 |     t |
| T0506+0937 | 05h06m08s +09d37m25s |  76.53333333333332 |    9.623611111111112 |     t |
| T0517+0937 | 05h17m28s +09d37m25s |  79.36666666666666 |    9.623611111111112 |     t |
| T0528+0937 | 05h28m49s +09d37m25s |  82.20416666666667 |    9.623611111111112 |     t |
| T0540+0937 | 05h40m09s +09d37m25s |            85.0375 |    9.623611111111112 |     t |
| T0551+0937 | 05h51m29s +09d37m25s |  87.87083333333332 |    9.623611111111112 |     t |
| T0602+0937 | 06h02m50s +09d37m25s |  90.70833333333333 |    9.623611111111112 |     t |
| G0614+0937 | 06h14m10s +09d37m25s |  93.54166666666666 |    9.623611111111112 |     g |
| G0625+0937 | 06h25m30s +09d37m25s |             96.375 |    9.623611111111112 |     g |
| G0636+0937 | 06h36m51s +09d37m25s |  99.21249999999999 |    9.623611111111112 |     g |
| G0648+0937 | 06h48m11s +09d37m25s |  102.0458333333333 |    9.623611111111112 |     g |
| T0659+0937 | 06h59m31s +09d37m25s | 104.87916666666665 |    9.623611111111112 |     t |
| T0710+0937 | 07h10m51s +09d37m25s | 107.71249999999999 |    9.623611111111112 |     t |
| T0722+0937 | 07h22m12s +09d37m25s | 110.54999999999997 |    9.623611111111112 |     t |
| T0733+0937 | 07h33m32s +09d37m25s | 113.38333333333331 |    9.623611111111112 |     t |
| T0744+0937 | 07h44m52s +09d37m25s | 116.21666666666665 |    9.623611111111112 |     t |
| T0756+0937 | 07h56m13s +09d37m25s | 119.05416666666665 |    9.623611111111112 |     t |
| T0807+0937 | 08h07m33s +09d37m25s |           121.8875 |    9.623611111111112 |     t |
| T0818+0937 | 08h18m53s +09d37m25s | 124.72083333333332 |    9.623611111111112 |     t |
| T0830+0937 | 08h30m14s +09d37m25s | 127.55833333333332 |    9.623611111111112 |     t |
| T0841+0937 | 08h41m34s +09d37m25s | 130.39166666666665 |    9.623611111111112 |     t |
| T0852+0937 | 08h52m54s +09d37m25s |            133.225 |    9.623611111111112 |     t |
| T0904+0937 | 09h04m15s +09d37m25s | 136.06249999999997 |    9.623611111111112 |     t |
| T0915+0937 | 09h15m35s +09d37m25s | 138.89583333333331 |    9.623611111111112 |     t |
| T0926+0937 | 09h26m55s +09d37m25s | 141.72916666666666 |    9.623611111111112 |     t |
| T0938+0937 | 09h38m16s +09d37m25s | 144.56666666666666 |    9.623611111111112 |     t |
| T0949+0937 | 09h49m36s +09d37m25s | 147.39999999999998 |    9.623611111111112 |     t |
| T1000+0937 | 10h00m56s +09d37m25s | 150.23333333333332 |    9.623611111111112 |     t |
| T1012+0937 | 10h12m17s +09d37m25s |  153.0708333333333 |    9.623611111111112 |     t |
| T1023+0937 | 10h23m37s +09d37m25s | 155.90416666666664 |    9.623611111111112 |     t |
| T1034+0937 | 10h34m57s +09d37m25s | 158.73749999999998 |    9.623611111111112 |     t |
| T1046+0937 | 10h46m17s +09d37m25s | 161.57083333333333 |    9.623611111111112 |     t |
| T1057+0937 | 10h57m38s +09d37m25s |  164.4083333333333 |    9.623611111111112 |     t |
| T1108+0937 | 11h08m58s +09d37m25s | 167.24166666666665 |    9.623611111111112 |     t |
| T1120+0937 | 11h20m18s +09d37m25s |            170.075 |    9.623611111111112 |     t |
| T1131+0937 | 11h31m39s +09d37m25s |           172.9125 |    9.623611111111112 |     t |
| T1142+0937 | 11h42m59s +09d37m25s |  175.7458333333333 |    9.623611111111112 |     t |
| T1154+0937 | 11h54m19s +09d37m25s | 178.57916666666665 |    9.623611111111112 |     t |
| T1205+0937 | 12h05m40s +09d37m25s | 181.41666666666666 |    9.623611111111112 |     t |
| T1217+0937 | 12h17m00s +09d37m25s | 184.24999999999997 |    9.623611111111112 |     t |
| T1228+0937 | 12h28m20s +09d37m25s | 187.08333333333331 |    9.623611111111112 |     t |
| T1239+0937 | 12h39m41s +09d37m25s |  189.9208333333333 |    9.623611111111112 |     t |
| T1251+0937 | 12h51m01s +09d37m25s | 192.75416666666663 |    9.623611111111112 |     t |
| T1302+0937 | 13h02m21s +09d37m25s | 195.58749999999998 |    9.623611111111112 |     t |
| T1313+0937 | 13h13m42s +09d37m25s | 198.42499999999998 |    9.623611111111112 |     t |
| T1325+0937 | 13h25m02s +09d37m25s |  201.2583333333333 |    9.623611111111112 |     t |
| T1336+0937 | 13h36m22s +09d37m25s |  204.0916666666666 |    9.623611111111112 |     t |
| T1347+0937 | 13h47m42s +09d37m25s | 206.92499999999998 |    9.623611111111112 |     t |
| T1359+0937 | 13h59m03s +09d37m25s | 209.76249999999996 |    9.623611111111112 |     t |
| T1410+0937 | 14h10m23s +09d37m25s |  212.5958333333333 |    9.623611111111112 |     t |
| T1421+0937 | 14h21m43s +09d37m25s | 215.42916666666662 |    9.623611111111112 |     t |
| T1433+0937 | 14h33m04s +09d37m25s | 218.26666666666665 |    9.623611111111112 |     t |
| T1444+0937 | 14h44m24s +09d37m25s | 221.09999999999994 |    9.623611111111112 |     t |
| T1455+0937 | 14h55m44s +09d37m25s |  223.9333333333333 |    9.623611111111112 |     t |
| T1507+0937 | 15h07m05s +09d37m25s | 226.77083333333331 |    9.623611111111112 |     t |
| T1518+0937 | 15h18m25s +09d37m25s | 229.60416666666666 |    9.623611111111112 |     t |
| T1529+0937 | 15h29m45s +09d37m25s | 232.43749999999994 |    9.623611111111112 |     t |
| T1541+0937 | 15h41m06s +09d37m25s | 235.27499999999998 |    9.623611111111112 |     t |
| T1552+0937 | 15h52m26s +09d37m25s |  238.1083333333333 |    9.623611111111112 |     t |
| T1603+0937 | 16h03m46s +09d37m25s | 240.94166666666666 |    9.623611111111112 |     t |
| T1615+0937 | 16h15m07s +09d37m25s | 243.77916666666664 |    9.623611111111112 |     t |
| T1626+0937 | 16h26m27s +09d37m25s | 246.61249999999998 |    9.623611111111112 |     t |
| T1637+0937 | 16h37m47s +09d37m25s | 249.44583333333333 |    9.623611111111112 |     t |
| T1649+0937 | 16h49m08s +09d37m25s |  252.2833333333333 |    9.623611111111112 |     t |
| T1700+0937 | 17h00m28s +09d37m25s | 255.11666666666665 |    9.623611111111112 |     t |
| T1711+0937 | 17h11m48s +09d37m25s | 257.94999999999993 |    9.623611111111112 |     t |
| T1723+0937 | 17h23m08s +09d37m25s |  260.7833333333333 |    9.623611111111112 |     t |
| T1734+0937 | 17h34m29s +09d37m25s |  263.6208333333333 |    9.623611111111112 |     t |
| T1745+0937 | 17h45m49s +09d37m25s | 266.45416666666665 |    9.623611111111112 |     t |
| T1757+0937 | 17h57m09s +09d37m25s | 269.28749999999997 |    9.623611111111112 |     t |
| T1808+0937 | 18h08m30s +09d37m25s | 272.12499999999994 |    9.623611111111112 |     t |
| T1819+0937 | 18h19m50s +09d37m25s |  274.9583333333333 |    9.623611111111112 |     t |
| T1831+0937 | 18h31m10s +09d37m25s |  277.7916666666666 |    9.623611111111112 |     t |
| T1842+0937 | 18h42m31s +09d37m25s |  280.6291666666666 |    9.623611111111112 |     t |
| G1853+0937 | 18h53m51s +09d37m25s |           283.4625 |    9.623611111111112 |     g |
| G1905+0937 | 19h05m11s +09d37m25s |  286.2958333333333 |    9.623611111111112 |     g |
| G1916+0937 | 19h16m32s +09d37m25s |  289.1333333333333 |    9.623611111111112 |     g |
| G1927+0937 | 19h27m52s +09d37m25s |  291.9666666666666 |    9.623611111111112 |     g |
| T1939+0937 | 19h39m12s +09d37m25s | 294.79999999999995 |    9.623611111111112 |     t |
| T1950+0937 | 19h50m33s +09d37m25s | 297.63749999999993 |    9.623611111111112 |     t |
| T2001+0937 | 20h01m53s +09d37m25s |  300.4708333333333 |    9.623611111111112 |     t |
| T2013+0937 | 20h13m13s +09d37m25s |  303.3041666666666 |    9.623611111111112 |     t |
| T2024+0937 | 20h24m34s +09d37m25s |  306.1416666666666 |    9.623611111111112 |     t |
| T2035+0937 | 20h35m54s +09d37m25s | 308.97499999999997 |    9.623611111111112 |     t |
| T2047+0937 | 20h47m14s +09d37m25s |  311.8083333333333 |    9.623611111111112 |     t |
| T2058+0937 | 20h58m34s +09d37m25s |  314.6416666666666 |    9.623611111111112 |     t |
| T2109+0937 | 21h09m55s +09d37m25s | 317.47916666666663 |    9.623611111111112 |     t |
| T2121+0937 | 21h21m15s +09d37m25s |           320.3125 |    9.623611111111112 |     t |
| T2132+0937 | 21h32m35s +09d37m25s |  323.1458333333333 |    9.623611111111112 |     t |
| T2143+0937 | 21h43m56s +09d37m25s | 325.98333333333323 |    9.623611111111112 |     t |
| T2155+0937 | 21h55m16s +09d37m25s | 328.81666666666666 |    9.623611111111112 |     t |
| T2206+0937 | 22h06m36s +09d37m25s |             331.65 |    9.623611111111112 |     t |
| T2217+0937 | 22h17m57s +09d37m25s | 334.48749999999995 |    9.623611111111112 |     t |
| T2229+0937 | 22h29m17s +09d37m25s |  337.3208333333333 |    9.623611111111112 |     t |
| T2240+0937 | 22h40m37s +09d37m25s | 340.15416666666664 |    9.623611111111112 |     t |
| T2251+0937 | 22h51m58s +09d37m25s |  342.9916666666667 |    9.623611111111112 |     t |
| T2303+0937 | 23h03m18s +09d37m25s | 345.82499999999993 |    9.623611111111112 |     t |
| T2314+0937 | 23h14m38s +09d37m25s |  348.6583333333333 |    9.623611111111112 |     t |
| T2325+0937 | 23h25m59s +09d37m25s | 351.49583333333334 |    9.623611111111112 |     t |
| T2337+0937 | 23h37m19s +09d37m25s | 354.32916666666665 |    9.623611111111112 |     t |
| T2348+0937 | 23h48m39s +09d37m25s | 357.16249999999997 |    9.623611111111112 |     t |
| T2359+0937 | 23h59m59s +09d37m25s | 359.99583333333334 |    9.623611111111112 |     t |
| T0000+1203 | 00h00m00s +12d03m21s |                0.0 |   12.055833333333334 |     t |
| T0011+1203 | 00h11m25s +12d03m21s |  2.854166666666666 |   12.055833333333334 |     t |
| T0022+1203 | 00h22m51s +12d03m21s |  5.712499999999999 |   12.055833333333334 |     t |
| T0034+1203 | 00h34m17s +12d03m21s |  8.570833333333331 |   12.055833333333334 |     t |
| T0045+1203 | 00h45m42s +12d03m21s | 11.424999999999999 |   12.055833333333334 |     t |
| T0057+1203 | 00h57m08s +12d03m21s | 14.283333333333331 |   12.055833333333334 |     t |
| T0108+1203 | 01h08m34s +12d03m21s | 17.141666666666662 |   12.055833333333334 |     t |
| T0119+1203 | 01h19m59s +12d03m21s |  19.99583333333333 |   12.055833333333334 |     t |
| T0131+1203 | 01h31m25s +12d03m21s | 22.854166666666664 |   12.055833333333334 |     t |
| T0142+1203 | 01h42m51s +12d03m21s | 25.712499999999995 |   12.055833333333334 |     t |
| T0154+1203 | 01h54m17s +12d03m21s |  28.57083333333333 |   12.055833333333334 |     t |
| T0205+1203 | 02h05m42s +12d03m21s |             31.425 |   12.055833333333334 |     t |
| T0217+1203 | 02h17m08s +12d03m21s | 34.283333333333324 |   12.055833333333334 |     t |
| T0228+1203 | 02h28m34s +12d03m21s | 37.141666666666666 |   12.055833333333334 |     t |
| T0239+1203 | 02h39m59s +12d03m21s |  39.99583333333332 |   12.055833333333334 |     t |
| T0251+1203 | 02h51m25s +12d03m21s | 42.854166666666664 |   12.055833333333334 |     t |
| T0302+1203 | 03h02m51s +12d03m21s |  45.71249999999999 |   12.055833333333334 |     t |
| T0314+1203 | 03h14m17s +12d03m21s | 48.570833333333326 |   12.055833333333334 |     t |
| T0325+1203 | 03h25m42s +12d03m21s |  51.42499999999999 |   12.055833333333334 |     t |
| T0337+1203 | 03h37m08s +12d03m21s | 54.283333333333324 |   12.055833333333334 |     t |
| T0348+1203 | 03h48m34s +12d03m21s |  57.14166666666666 |   12.055833333333334 |     t |
| T0359+1203 | 03h59m59s +12d03m21s |  59.99583333333332 |   12.055833333333334 |     t |
| T0411+1203 | 04h11m25s +12d03m21s | 62.854166666666664 |   12.055833333333334 |     t |
| T0422+1203 | 04h22m51s +12d03m21s |  65.71249999999999 |   12.055833333333334 |     t |
| T0434+1203 | 04h34m17s +12d03m21s |  68.57083333333333 |   12.055833333333334 |     t |
| T0445+1203 | 04h45m42s +12d03m21s |             71.425 |   12.055833333333334 |     t |
| T0457+1203 | 04h57m08s +12d03m21s |  74.28333333333333 |   12.055833333333334 |     t |
| T0508+1203 | 05h08m34s +12d03m21s |  77.14166666666667 |   12.055833333333334 |     t |
| T0519+1203 | 05h19m59s +12d03m21s |  79.99583333333332 |   12.055833333333334 |     t |
| T0531+1203 | 05h31m25s +12d03m21s |  82.85416666666666 |   12.055833333333334 |     t |
| T0542+1203 | 05h42m51s +12d03m21s |            85.7125 |   12.055833333333334 |     t |
| T0554+1203 | 05h54m17s +12d03m21s |  88.57083333333333 |   12.055833333333334 |     t |
| G0605+1203 | 06h05m42s +12d03m21s |  91.42499999999998 |   12.055833333333334 |     g |
| G0617+1203 | 06h17m08s +12d03m21s |  94.28333333333333 |   12.055833333333334 |     g |
| G0628+1203 | 06h28m34s +12d03m21s |  97.14166666666665 |   12.055833333333334 |     g |
| G0640+1203 | 06h40m00s +12d03m21s |  99.99999999999999 |   12.055833333333334 |     g |
| T0651+1203 | 06h51m25s +12d03m21s | 102.85416666666666 |   12.055833333333334 |     t |
| T0702+1203 | 07h02m51s +12d03m21s | 105.71249999999999 |   12.055833333333334 |     t |
| T0714+1203 | 07h14m17s +12d03m21s | 108.57083333333333 |   12.055833333333334 |     t |
| T0725+1203 | 07h25m42s +12d03m21s |            111.425 |   12.055833333333334 |     t |
| T0737+1203 | 07h37m08s +12d03m21s | 114.28333333333333 |   12.055833333333334 |     t |
| T0748+1203 | 07h48m34s +12d03m21s | 117.14166666666665 |   12.055833333333334 |     t |
| T0800+1203 | 08h00m00s +12d03m21s | 119.99999999999999 |   12.055833333333334 |     t |
| T0811+1203 | 08h11m25s +12d03m21s | 122.85416666666666 |   12.055833333333334 |     t |
| T0822+1203 | 08h22m51s +12d03m21s | 125.71249999999999 |   12.055833333333334 |     t |
| T0834+1203 | 08h34m17s +12d03m21s | 128.57083333333333 |   12.055833333333334 |     t |
| T0845+1203 | 08h45m42s +12d03m21s | 131.42499999999998 |   12.055833333333334 |     t |
| T0857+1203 | 08h57m08s +12d03m21s |  134.2833333333333 |   12.055833333333334 |     t |
| T0908+1203 | 09h08m34s +12d03m21s | 137.14166666666665 |   12.055833333333334 |     t |
| T0920+1203 | 09h20m00s +12d03m21s |              140.0 |   12.055833333333334 |     t |
| T0931+1203 | 09h31m25s +12d03m21s | 142.85416666666666 |   12.055833333333334 |     t |
| T0942+1203 | 09h42m51s +12d03m21s | 145.71249999999998 |   12.055833333333334 |     t |
| T0954+1203 | 09h54m17s +12d03m21s | 148.57083333333333 |   12.055833333333334 |     t |
| T1005+1203 | 10h05m42s +12d03m21s | 151.42499999999998 |   12.055833333333334 |     t |
| T1017+1203 | 10h17m08s +12d03m21s | 154.28333333333333 |   12.055833333333334 |     t |
| T1028+1203 | 10h28m34s +12d03m21s | 157.14166666666665 |   12.055833333333334 |     t |
| T1040+1203 | 10h40m00s +12d03m21s | 159.99999999999997 |   12.055833333333334 |     t |
| T1051+1203 | 10h51m25s +12d03m21s | 162.85416666666666 |   12.055833333333334 |     t |
| T1102+1203 | 11h02m51s +12d03m21s | 165.71249999999998 |   12.055833333333334 |     t |
| T1114+1203 | 11h14m17s +12d03m21s |  168.5708333333333 |   12.055833333333334 |     t |
| T1125+1203 | 11h25m42s +12d03m21s | 171.42499999999998 |   12.055833333333334 |     t |
| T1137+1203 | 11h37m08s +12d03m21s | 174.28333333333333 |   12.055833333333334 |     t |
| T1148+1203 | 11h48m34s +12d03m21s | 177.14166666666665 |   12.055833333333334 |     t |
| T1200+1203 | 12h00m00s +12d03m21s | 179.99999999999997 |   12.055833333333334 |     t |
| T1211+1203 | 12h11m25s +12d03m21s | 182.85416666666666 |   12.055833333333334 |     t |
| T1222+1203 | 12h22m51s +12d03m21s | 185.71249999999998 |   12.055833333333334 |     t |
| T1234+1203 | 12h34m17s +12d03m21s |  188.5708333333333 |   12.055833333333334 |     t |
| T1245+1203 | 12h45m42s +12d03m21s | 191.42499999999998 |   12.055833333333334 |     t |
| T1257+1203 | 12h57m08s +12d03m21s |  194.2833333333333 |   12.055833333333334 |     t |
| T1308+1203 | 13h08m34s +12d03m21s | 197.14166666666662 |   12.055833333333334 |     t |
| T1320+1203 | 13h20m00s +12d03m21s | 199.99999999999997 |   12.055833333333334 |     t |
| T1331+1203 | 13h31m25s +12d03m21s | 202.85416666666666 |   12.055833333333334 |     t |
| T1342+1203 | 13h42m51s +12d03m21s | 205.71249999999995 |   12.055833333333334 |     t |
| T1354+1203 | 13h54m17s +12d03m21s | 208.57083333333333 |   12.055833333333334 |     t |
| T1405+1203 | 14h05m42s +12d03m21s | 211.42499999999998 |   12.055833333333334 |     t |
| T1417+1203 | 14h17m08s +12d03m21s |  214.2833333333333 |   12.055833333333334 |     t |
| T1428+1203 | 14h28m34s +12d03m21s | 217.14166666666665 |   12.055833333333334 |     t |
| T1440+1203 | 14h40m00s +12d03m21s | 219.99999999999997 |   12.055833333333334 |     t |
| T1451+1203 | 14h51m25s +12d03m21s | 222.85416666666663 |   12.055833333333334 |     t |
| T1502+1203 | 15h02m51s +12d03m21s | 225.71249999999998 |   12.055833333333334 |     t |
| T1514+1203 | 15h14m17s +12d03m21s |  228.5708333333333 |   12.055833333333334 |     t |
| T1525+1203 | 15h25m42s +12d03m21s | 231.42499999999995 |   12.055833333333334 |     t |
| T1537+1203 | 15h37m08s +12d03m21s | 234.28333333333333 |   12.055833333333334 |     t |
| T1548+1203 | 15h48m34s +12d03m21s | 237.14166666666665 |   12.055833333333334 |     t |
| T1600+1203 | 16h00m00s +12d03m21s | 239.99999999999997 |   12.055833333333334 |     t |
| T1611+1203 | 16h11m25s +12d03m21s | 242.85416666666663 |   12.055833333333334 |     t |
| T1622+1203 | 16h22m51s +12d03m21s |           245.7125 |   12.055833333333334 |     t |
| T1634+1203 | 16h34m17s +12d03m21s | 248.57083333333333 |   12.055833333333334 |     t |
| T1645+1203 | 16h45m42s +12d03m21s | 251.42499999999998 |   12.055833333333334 |     t |
| T1657+1203 | 16h57m08s +12d03m21s |  254.2833333333333 |   12.055833333333334 |     t |
| T1708+1203 | 17h08m34s +12d03m21s | 257.14166666666665 |   12.055833333333334 |     t |
| T1720+1203 | 17h20m00s +12d03m21s | 259.99999999999994 |   12.055833333333334 |     t |
| T1731+1203 | 17h31m25s +12d03m21s |  262.8541666666666 |   12.055833333333334 |     t |
| T1742+1203 | 17h42m51s +12d03m21s |           265.7125 |   12.055833333333334 |     t |
| T1754+1203 | 17h54m17s +12d03m21s |  268.5708333333333 |   12.055833333333334 |     t |
| T1805+1203 | 18h05m42s +12d03m21s | 271.42499999999995 |   12.055833333333334 |     t |
| T1817+1203 | 18h17m08s +12d03m21s |  274.2833333333333 |   12.055833333333334 |     t |
| T1828+1203 | 18h28m34s +12d03m21s |  277.1416666666666 |   12.055833333333334 |     t |
| T1840+1203 | 18h40m00s +12d03m21s |              280.0 |   12.055833333333334 |     t |
| T1851+1203 | 18h51m25s +12d03m21s | 282.85416666666663 |   12.055833333333334 |     t |
